userid,questionid,filename,colorscale,frequency,tasktype,responseId,response,fresponse,correct,result,responseTime,confidence,sequenceid
644,115,f3_extbodyheat,extbodyheat,7,click,30326,363.292,0.999044,1,1,3373,0,11
644,116,f3_spectral,spectral,7,click,30178,393.323,0.043971,0,1,4242,0,11
644,117,f3_spectral,spectral,7,click,30172,648.396,0.313601,0.25,1,7433,0,11
644,118,f3_spectral,spectral,7,click,30163,455.316,0.477866,0.5,1,5564,0,11
644,119,f3_spectral,spectral,7,click,30152,790.377,0.737376,0.75,1,12188,0,11
644,120,f3_spectral,spectral,7,click,30158,455.291,0.994901,1,1,3062,0,11
644,151,f4_singlehue,singlehue,9,click,30068,125.564,0.904509,0,0,12762,0,11
644,152,f4_singlehue,singlehue,9,click,30051,660.473,0.311576,0.25,1,8058,0,11
644,153,f4_singlehue,singlehue,9,click,30056,618.54,0.367593,0.5,0,10683,0,11
644,154,f4_singlehue,singlehue,9,click,30065,637.597,0.793053,0.75,1,5556,0,11
644,155,f4_singlehue,singlehue,9,click,30060,123.566,0.852205,1,0,8286,0,11
644,156,f4_extbodyheat,extbodyheat,9,click,30383,628.477,0.0271916,0,1,4736,0,11
644,157,f4_extbodyheat,extbodyheat,9,click,30378,64.269,0.301147,0.25,1,7744,0,11
644,158,f4_extbodyheat,extbodyheat,9,click,30364,199.503,0.553411,0.5,1,8751,0,11
644,159,f4_extbodyheat,extbodyheat,9,click,30370,56.516,0.652108,0.75,1,8344,0,11
644,160,f4_extbodyheat,extbodyheat,9,click,30389,586.246,0.968368,1,1,3915,0,11
644,161,f4_spectral,spectral,9,click,30197,207.575,0.034535,0,1,5525,0,11
644,162,f4_spectral,spectral,9,click,30211,321.474,0.293908,0.25,1,5851,0,11
644,163,f4_spectral,spectral,9,click,30190,445.379,0.478191,0.5,1,3323,0,11
644,164,f4_spectral,spectral,9,click,30203,338.238,0.788929,0.75,1,4250,0,11
644,165,f4_spectral,spectral,9,click,30184,234.245,0.993213,1,1,4549,0,11
644,196,f5_singlehue,singlehue,11,click,30080,431.286,0.0290233,0,1,4267,0,11
644,197,f5_singlehue,singlehue,11,click,30072,278.394,0.282877,0.25,1,4900,0,11
644,198,f5_singlehue,singlehue,11,click,30088,770.546,0.329717,0.5,0,13153,0,11
644,199,f5_singlehue,singlehue,11,click,30070,550.565,0.634471,0.75,0,4572,0,11
644,200,f5_singlehue,singlehue,11,click,30075,43.582,0.980127,1,1,5666,0,11
644,201,f5_extbodyheat,extbodyheat,11,click,30420,572.36,0.015308,0,1,4374,0,11
644,202,f5_extbodyheat,extbodyheat,11,click,30409,536.515,0.280617,0.25,1,7242,0,11
644,203,f5_extbodyheat,extbodyheat,11,click,30402,629.343,0.47999,0.5,1,8938,0,11
644,204,f5_extbodyheat,extbodyheat,11,click,30416,184.505,0.802083,0.75,1,7392,0,11
644,205,f5_extbodyheat,extbodyheat,11,click,30395,487.93,0.965533,1,1,5713,0,11
644,206,f5_spectral,spectral,11,click,30220,465.4,0.0195835,0,1,10432,0,11
644,207,f5_spectral,spectral,11,click,30225,14.479,0.300555,0.25,1,5885,0,11
644,208,f5_spectral,spectral,11,click,30235,280.35,0.494229,0.5,1,5902,0,11
644,209,f5_spectral,spectral,11,click,30241,194.229,0.734917,0.75,1,6924,0,11
644,210,f5_spectral,spectral,11,click,30228,513.56,0.95462,1,1,4235,0,11
645,16,f1_singlehue,singlehue,3,click,30016,328.366,0.00590286,0,1,4161,0,7
645,17,f1_singlehue,singlehue,3,click,30014,141.494,0.122949,0.25,0,8113,0,7
645,18,f1_singlehue,singlehue,3,click,30019,325.255,0.328998,0.5,0,4777,0,7
645,19,f1_singlehue,singlehue,3,click,30023,635.394,0.713636,0.75,1,4889,0,7
645,20,f1_singlehue,singlehue,3,click,30018,473.231,0.972453,1,1,2976,0,7
645,21,f1_extbodyheat,extbodyheat,3,click,30126,483.291,0.0203283,0,1,2992,0,7
645,22,f1_extbodyheat,extbodyheat,3,click,30119,690.372,0.25854,0.25,1,3072,0,7
645,23,f1_extbodyheat,extbodyheat,3,click,30113,444.472,0.466337,0.5,1,6265,0,7
645,24,f1_extbodyheat,extbodyheat,3,click,30116,267.425,0.817927,0.75,1,3320,0,7
645,25,f1_extbodyheat,extbodyheat,3,click,30123,331.376,0.995029,1,1,3312,0,7
645,26,f1_spectral,spectral,3,click,30253,317.291,0.0200298,0,1,3464,0,7
645,27,f1_spectral,spectral,3,click,30262,333.563,0.201508,0.25,1,2608,0,7
645,28,f1_spectral,spectral,3,click,30272,498.276,0.50917,0.5,1,4401,0,7
645,29,f1_spectral,spectral,3,click,30267,572.347,0.806915,0.75,1,3577,0,7
645,30,f1_spectral,spectral,3,click,30259,486.377,0.991366,1,1,2688,0,7
645,61,f2_singlehue,singlehue,5,click,30025,455.372,0.000836466,0,1,3544,0,7
645,62,f2_singlehue,singlehue,5,click,30044,639.478,0.198962,0.25,1,4449,0,7
645,63,f2_singlehue,singlehue,5,click,30029,68.539,0.262859,0.5,0,4233,0,7
645,64,f2_singlehue,singlehue,5,click,30041,41.67,0.636362,0.75,0,18995,0,7
645,65,f2_singlehue,singlehue,5,click,30031,369.294,0.969006,1,1,3601,0,7
645,66,f2_extbodyheat,extbodyheat,5,click,30153,10.462,0.0622623,0,1,4617,0,7
645,67,f2_extbodyheat,extbodyheat,5,click,30149,535.517,0.241657,0.25,1,3953,0,7
645,68,f2_extbodyheat,extbodyheat,5,click,30143,461.412,0.471345,0.5,1,3977,0,7
645,69,f2_extbodyheat,extbodyheat,5,click,30137,559.28,0.85133,0.75,0,3000,0,7
645,70,f2_extbodyheat,extbodyheat,5,click,30133,41.49,0.987868,1,1,7041,0,7
645,71,f2_spectral,spectral,5,click,30281,453.273,0.00558366,0,1,3624,0,7
645,72,f2_spectral,spectral,5,click,30292,659.39,0.21166,0.25,1,3384,0,7
645,73,f2_spectral,spectral,5,click,30278,157.331,0.476251,0.5,1,4153,0,7
645,74,f2_spectral,spectral,5,click,30288,269.279,0.828187,0.75,1,4353,0,7
645,75,f2_spectral,spectral,5,click,30295,746.139,0.997833,1,1,3008,0,7
645,106,f3_singlehue,singlehue,7,click,30052,394.302,0.0318896,0,1,3265,0,7
645,107,f3_singlehue,singlehue,7,click,30061,529.48,0.14842,0.25,0,4153,0,7
645,108,f3_singlehue,singlehue,7,click,30055,761.335,0.290871,0.5,0,5185,0,7
645,109,f3_singlehue,singlehue,7,click,30058,467.373,0.629309,0.75,0,3673,0,7
645,110,f3_singlehue,singlehue,7,click,30053,444.331,0.941612,1,1,2536,0,7
645,111,f3_extbodyheat,extbodyheat,7,click,30177,437.361,0.032294,0,1,4201,0,7
645,112,f3_extbodyheat,extbodyheat,7,click,30167,665.46,0.24812,0.25,1,2800,0,7
645,113,f3_extbodyheat,extbodyheat,7,click,30165,607.425,0.514105,0.5,1,6353,0,7
645,114,f3_extbodyheat,extbodyheat,7,click,30173,396.246,0.701038,0.75,1,3368,0,7
645,115,f3_extbodyheat,extbodyheat,7,click,30157,361.292,0.995369,1,1,2984,0,7
645,116,f3_spectral,spectral,7,click,30312,230.57,0.0113088,0,1,3640,0,7
645,117,f3_spectral,spectral,7,click,30306,747.32,0.187333,0.25,1,4105,0,7
645,118,f3_spectral,spectral,7,click,30317,405.94,0.475564,0.5,1,3481,0,7
645,119,f3_spectral,spectral,7,click,30324,518.265,0.789887,0.75,1,2912,0,7
645,120,f3_spectral,spectral,7,click,30301,456.293,1,1,1,3073,0,7
645,151,f4_singlehue,singlehue,9,click,30074,404.624,0.0240564,0,1,3176,0,7
645,152,f4_singlehue,singlehue,9,click,30066,742.47,0.214261,0.25,1,5145,0,7
645,153,f4_singlehue,singlehue,9,click,30063,744.62,0.291197,0.5,0,5185,0,7
645,154,f4_singlehue,singlehue,9,click,30079,747.15,0.73462,0.75,1,4761,0,7
645,155,f4_singlehue,singlehue,9,click,30082,159.128,0.941847,1,1,3561,0,7
645,156,f4_extbodyheat,extbodyheat,9,click,30195,747.439,0.0903111,0,1,4465,0,7
645,157,f4_extbodyheat,extbodyheat,9,click,30204,572.449,0.220596,0.25,1,2936,0,7
645,158,f4_extbodyheat,extbodyheat,9,click,30199,669.388,0.52281,0.5,1,2632,0,7
645,159,f4_extbodyheat,extbodyheat,9,click,30183,237.478,0.713636,0.75,1,4105,0,7
645,160,f4_extbodyheat,extbodyheat,9,click,30191,586.246,0.968368,1,1,4321,0,7
645,161,f4_spectral,spectral,9,click,30329,137.58,0.0338943,0,1,3929,0,7
645,162,f4_spectral,spectral,9,click,30354,526.432,0.247454,0.25,1,3689,0,7
645,163,f4_spectral,spectral,9,click,30340,213.26,0.490547,0.5,1,4585,0,7
645,164,f4_spectral,spectral,9,click,30333,491.395,0.68055,0.75,1,2640,0,7
645,165,f4_spectral,spectral,9,click,30358,565.507,0.976566,1,1,3440,0,7
645,196,f5_singlehue,singlehue,11,click,30106,613.623,0.0264452,0,1,2680,0,7
645,197,f5_singlehue,singlehue,11,click,30090,642.518,0.0927677,0.25,0,4033,0,7
645,198,f5_singlehue,singlehue,11,click,30086,662.356,0.284686,0.5,0,4369,0,7
645,199,f5_singlehue,singlehue,11,click,30098,56.558,0.685051,0.75,1,5657,0,7
645,200,f5_singlehue,singlehue,11,click,30095,510.575,0.93611,1,1,3969,0,7
645,201,f5_extbodyheat,extbodyheat,11,click,30232,346.391,0.0144641,0,1,4585,0,7
645,202,f5_extbodyheat,extbodyheat,11,click,30236,560.541,0.249862,0.25,1,3521,0,7
645,203,f5_extbodyheat,extbodyheat,11,click,30212,602.79,0.748207,0.5,0,6465,0,7
645,204,f5_extbodyheat,extbodyheat,11,click,30242,756.301,0.789912,0.75,1,6385,0,7
645,205,f5_extbodyheat,extbodyheat,11,click,30249,489.93,0.955325,1,1,6345,0,7
645,206,f5_spectral,spectral,11,click,30372,509.625,0.0238487,0,1,3008,0,7
645,207,f5_spectral,spectral,11,click,30376,633.457,0.210921,0.25,1,3041,0,7
645,208,f5_spectral,spectral,11,click,30392,148.335,0.487208,0.5,1,4449,0,7
645,209,f5_spectral,spectral,11,click,30363,524.305,0.768441,0.75,1,3168,0,7
645,210,f5_spectral,spectral,11,click,30368,248.623,0.992311,1,1,6689,0,7
646,1,f1_greyscale,greyscale,3,click,30050,327.332,0.0253077,0,1,5569,0,5
646,2,f1_greyscale,greyscale,3,click,30042,78.476,0.145855,0.25,0,11113,0,5
646,3,f1_greyscale,greyscale,3,click,30036,126.208,0.39648,0.5,0,7935,0,5
646,4,f1_greyscale,greyscale,3,click,30045,709.299,0.708375,0.75,1,5318,0,5
646,5,f1_greyscale,greyscale,3,click,30048,472.251,0.989263,1,1,4637,0,5
646,6,f1_cubehelix,cubehelix,3,click,30438,471.265,0.018382,0,1,5471,0,5
646,7,f1_cubehelix,cubehelix,3,click,30460,715.581,0.232159,0.25,1,6902,0,5
646,8,f1_cubehelix,cubehelix,3,click,30466,470.478,0.447394,0.5,1,5977,0,5
646,9,f1_cubehelix,cubehelix,3,click,30448,345.328,0.791131,0.75,1,10336,0,5
646,10,f1_cubehelix,cubehelix,3,click,30452,325.374,0.999698,1,1,3882,0,5
646,11,f1_rainbow,rainbow,3,click,30215,280.293,0.0126172,0,1,5587,0,5
646,12,f1_rainbow,rainbow,3,click,30194,739.457,0.249533,0.25,1,5172,0,5
646,13,f1_rainbow,rainbow,3,click,30222,672.372,0.490929,0.5,1,8577,0,5
646,14,f1_rainbow,rainbow,3,click,30208,577.485,0.708355,0.75,1,12644,0,5
646,15,f1_rainbow,rainbow,3,click,30186,467.383,0.991613,1,1,6175,0,5
646,46,f2_greyscale,greyscale,5,click,30069,430.339,0.024242,0,1,7307,0,5
646,47,f2_greyscale,greyscale,5,click,30054,410.353,0.0933535,0.25,0,6381,0,5
646,48,f2_greyscale,greyscale,5,click,30059,403.444,0.412177,0.5,1,7437,0,5
646,49,f2_greyscale,greyscale,5,click,30067,804.35,0.562192,0.75,0,9536,0,5
646,50,f2_greyscale,greyscale,5,click,30064,745.489,0.994834,1,1,8048,0,5
646,51,f2_cubehelix,cubehelix,5,click,30500,311.204,0.0228228,0,1,4566,0,5
646,52,f2_cubehelix,cubehelix,5,click,30482,756.422,0.281018,0.25,1,9086,0,5
646,53,f2_cubehelix,cubehelix,5,click,30487,614.347,0.458604,0.5,1,6211,0,5
646,54,f2_cubehelix,cubehelix,5,click,30495,565.334,0.730541,0.75,1,7305,0,5
646,55,f2_cubehelix,cubehelix,5,click,30474,463.342,0.981508,1,1,8396,0,5
646,56,f2_rainbow,rainbow,5,click,30273,454.261,7.08E-06,0,1,7046,0,5
646,57,f2_rainbow,rainbow,5,click,30282,294.496,0.262144,0.25,1,8784,0,5
646,58,f2_rainbow,rainbow,5,click,30268,640.319,0.493779,0.5,1,6583,0,5
646,59,f2_rainbow,rainbow,5,click,30257,247.33,0.728527,0.75,1,13180,0,5
646,60,f2_rainbow,rainbow,5,click,30244,744.137,0.99733,1,1,27642,0,5
646,91,f3_greyscale,greyscale,7,click,30084,307.623,0.0327675,0,1,5531,0,5
646,92,f3_greyscale,greyscale,7,click,30097,695.62,0.162054,0.25,1,6709,0,5
646,93,f3_greyscale,greyscale,7,click,30091,466.411,0.381912,0.5,0,8146,0,5
646,94,f3_greyscale,greyscale,7,click,30077,208.235,0.760726,0.75,1,7345,0,5
646,95,f3_greyscale,greyscale,7,click,30073,456.337,0.999044,1,1,6486,0,5
646,96,f3_cubehelix,cubehelix,7,click,30513,427.329,0.0278992,0,1,2983,0,5
646,97,f3_cubehelix,cubehelix,7,click,30504,560.354,0.227099,0.25,1,9195,0,5
646,98,f3_cubehelix,cubehelix,7,click,30520,635.365,0.421557,0.5,1,9635,0,5
646,99,f3_cubehelix,cubehelix,7,click,30509,386.258,0.737108,0.75,1,7829,0,5
646,100,f3_cubehelix,cubehelix,7,click,30526,365.292,0.995875,1,1,4702,0,5
646,101,f3_rainbow,rainbow,7,click,30318,87.339,0.00207319,0,1,7355,0,5
646,102,f3_rainbow,rainbow,7,click,30310,744.297,0.262763,0.25,1,12173,0,5
646,103,f3_rainbow,rainbow,7,click,30296,595.265,0.480133,0.5,1,13965,0,5
646,104,f3_rainbow,rainbow,7,click,30343,432.258,0.737029,0.75,1,11317,0,5
646,105,f3_rainbow,rainbow,7,click,30328,454.292,0.995875,1,1,10059,0,5
646,136,f4_greyscale,greyscale,9,click,30136,400.617,0.0259054,0,1,9765,0,5
646,137,f4_greyscale,greyscale,9,click,30127,414.171,0.0790768,0.25,0,9923,0,5
646,138,f4_greyscale,greyscale,9,click,30118,708.79,0.339498,0.5,0,10604,0,5
646,139,f4_greyscale,greyscale,9,click,30109,175.434,0.425883,0.75,0,7675,0,5
646,140,f4_greyscale,greyscale,9,click,30103,230.382,0.934003,1,1,8266,0,5
646,141,f4_cubehelix,cubehelix,9,click,30553,722.207,0.0493923,0,1,6219,0,5
646,142,f4_cubehelix,cubehelix,9,click,30547,728.457,0.244338,0.25,1,7498,0,5
646,143,f4_cubehelix,cubehelix,9,click,30541,333.316,0.478101,0.5,1,7304,0,5
646,144,f4_cubehelix,cubehelix,9,click,30559,708.47,0.777184,0.75,1,7427,0,5
646,145,f4_cubehelix,cubehelix,9,click,30534,230.506,0.961248,1,1,8965,0,5
646,146,f4_rainbow,rainbow,9,click,30360,190.47,0.0273501,0,1,9666,0,5
646,147,f4_rainbow,rainbow,9,click,30373,394.502,0.271954,0.25,1,17525,0,5
646,148,f4_rainbow,rainbow,9,click,30380,289.13,0.507165,0.5,1,9003,0,5
646,149,f4_rainbow,rainbow,9,click,30388,17.508,0.754398,0.75,1,5858,0,5
646,150,f4_rainbow,rainbow,9,click,30397,234.243,0.994906,1,1,9384,0,5
646,181,f5_greyscale,greyscale,11,click,30164,612.62,0.0191924,0,1,7306,0,5
646,182,f5_greyscale,greyscale,11,click,30179,442.405,0.211212,0.25,1,6178,0,5
646,183,f5_greyscale,greyscale,11,click,30154,92.3,0.304801,0.5,0,8401,0,5
646,184,f5_greyscale,greyscale,11,click,30171,98.128,0.718178,0.75,1,5686,0,5
646,185,f5_greyscale,greyscale,11,click,30146,594.16,0.967917,1,1,10366,0,5
646,186,f5_cubehelix,cubehelix,11,click,30564,783.268,0.0129955,0,1,3258,0,5
646,187,f5_cubehelix,cubehelix,11,click,30592,525.444,0.242384,0.25,1,14640,0,5
646,188,f5_cubehelix,cubehelix,11,click,30576,431.29,0.37333,0.5,0,5460,0,5
646,189,f5_cubehelix,cubehelix,11,click,30584,712.2,0.565454,0.75,0,7618,0,5
646,190,f5_cubehelix,cubehelix,11,click,30570,771.5,0.96095,1,1,5455,0,5
646,191,f5_rainbow,rainbow,11,click,30405,122.622,0.00809437,0,1,10129,0,5
646,192,f5_rainbow,rainbow,11,click,30433,646.573,0.249572,0.25,1,8879,0,5
646,193,f5_rainbow,rainbow,11,click,30410,357.389,0.504492,0.5,1,4808,0,5
646,194,f5_rainbow,rainbow,11,click,30418,478.184,0.694172,0.75,1,4983,0,5
646,195,f5_rainbow,rainbow,11,click,30423,247.623,1,1,1,10663,0,5
647,16,f1_singlehue,singlehue,3,click,30449,297.384,0.002921,0,1,5697,0,10
647,17,f1_singlehue,singlehue,3,click,30424,390.258,0.540293,0.25,0,15009,0,10
647,18,f1_singlehue,singlehue,3,click,30435,101.117,0.425204,0.5,1,8737,0,10
647,19,f1_singlehue,singlehue,3,click,30442,749.83,0.626587,0.75,0,4591,0,10
647,20,f1_singlehue,singlehue,3,click,30429,475.242,0.986516,1,1,3212,0,10
647,21,f1_extbodyheat,extbodyheat,3,click,30049,458.295,0.0375485,0,1,5746,0,10
647,22,f1_extbodyheat,extbodyheat,3,click,30057,551.92,0.269835,0.25,1,12415,0,10
647,23,f1_extbodyheat,extbodyheat,3,click,30038,198.475,0.521885,0.5,1,6169,0,10
647,24,f1_extbodyheat,extbodyheat,3,click,30062,157.327,0.725331,0.75,1,7123,0,10
647,25,f1_extbodyheat,extbodyheat,3,click,30046,348.391,0.981368,1,1,12045,0,10
647,26,f1_spectral,spectral,3,click,30221,295.254,0.000461311,0,1,5323,0,10
647,27,f1_spectral,spectral,3,click,30216,347.115,0.220573,0.25,1,7354,0,10
647,28,f1_spectral,spectral,3,click,30231,422.469,0.520721,0.5,1,5938,0,10
647,29,f1_spectral,spectral,3,click,30210,668.246,0.770737,0.75,1,5569,0,10
647,30,f1_spectral,spectral,3,click,30226,487.381,0.988729,1,1,4144,0,10
647,61,f2_singlehue,singlehue,5,click,30461,465.371,0.00269464,0,1,4127,0,10
647,62,f2_singlehue,singlehue,5,click,30479,188.16,0.239056,0.25,1,8712,0,10
647,63,f2_singlehue,singlehue,5,click,30485,188.244,0.35666,0.5,0,7226,0,10
647,64,f2_singlehue,singlehue,5,click,30471,565.52,0.66136,0.75,1,10408,0,10
647,65,f2_singlehue,singlehue,5,click,30456,380.29,0.954499,1,1,5798,0,10
647,66,f2_extbodyheat,extbodyheat,5,click,30083,374.287,0.0141812,0,1,3686,0,10
647,67,f2_extbodyheat,extbodyheat,5,click,30094,552.481,0.301758,0.25,1,5694,0,10
647,68,f2_extbodyheat,extbodyheat,5,click,30071,747.343,0.503949,0.5,1,25535,0,10
647,69,f2_extbodyheat,extbodyheat,5,click,30076,80.355,0.634349,0.75,0,7653,0,10
647,70,f2_extbodyheat,extbodyheat,5,click,30089,454.341,0.973637,1,1,3983,0,10
647,71,f2_spectral,spectral,5,click,30252,458.261,0.000472985,0,1,5397,0,10
647,72,f2_spectral,spectral,5,click,30274,61.62,0.261942,0.25,1,13056,0,10
647,73,f2_spectral,spectral,5,click,30261,140.321,0.571984,0.5,1,5280,0,10
647,74,f2_spectral,spectral,5,click,30240,296.297,0.663995,0.75,1,9571,0,10
647,75,f2_spectral,spectral,5,click,30246,749.138,0.993279,1,1,3847,0,10
647,106,f3_singlehue,singlehue,7,click,30506,401.291,0.0305179,0,1,5540,0,10
647,107,f3_singlehue,singlehue,7,click,30515,71.132,0.483652,0.25,0,7708,0,10
647,108,f3_singlehue,singlehue,7,click,30501,54.152,0.681624,0.5,0,7775,0,10
647,109,f3_singlehue,singlehue,7,click,30492,743.251,0.660602,0.75,1,5113,0,10
647,110,f3_singlehue,singlehue,7,click,30511,449.333,0.963809,1,1,4640,0,10
647,111,f3_extbodyheat,extbodyheat,7,click,30104,426.357,0.032306,0,1,3212,0,10
647,112,f3_extbodyheat,extbodyheat,7,click,30122,237.347,0.253354,0.25,1,7597,0,10
647,113,f3_extbodyheat,extbodyheat,7,click,30100,406.74,0.542692,0.5,1,6625,0,10
647,114,f3_extbodyheat,extbodyheat,7,click,30111,618.397,0.769248,0.75,1,7115,0,10
647,115,f3_extbodyheat,extbodyheat,7,click,30128,365.293,0.996263,1,1,3260,0,10
647,116,f3_spectral,spectral,7,click,30299,395.341,0.0220458,0,1,4722,0,10
647,117,f3_spectral,spectral,7,click,30286,655.72,0.339893,0.25,1,11395,0,10
647,118,f3_spectral,spectral,7,click,30294,374.64,0.517946,0.5,1,5100,0,10
647,119,f3_spectral,spectral,7,click,30307,216.397,0.769695,0.75,1,6602,0,10
647,120,f3_spectral,spectral,7,click,30314,456.295,0.987875,1,1,3702,0,10
647,151,f4_singlehue,singlehue,9,click,30545,600.23,0.0580342,0,1,4967,0,10
647,152,f4_singlehue,singlehue,9,click,30552,574.352,0.232913,0.25,1,9748,0,10
647,153,f4_singlehue,singlehue,9,click,30525,633.386,0.524962,0.5,1,9206,0,10
647,154,f4_singlehue,singlehue,9,click,30531,505.317,0.485119,0.75,0,7524,0,10
647,155,f4_singlehue,singlehue,9,click,30538,540.165,0.906285,1,1,4296,0,10
647,156,f4_extbodyheat,extbodyheat,9,click,30145,561.331,0.0432521,0,1,3518,0,10
647,157,f4_extbodyheat,extbodyheat,9,click,30159,563.366,0.283252,0.25,1,5783,0,10
647,158,f4_extbodyheat,extbodyheat,9,click,30134,552.556,0.475002,0.5,1,6465,0,10
647,159,f4_extbodyheat,extbodyheat,9,click,30151,106.499,0.722411,0.75,1,7024,0,10
647,160,f4_extbodyheat,extbodyheat,9,click,30140,692.68,0.956016,1,1,3573,0,10
647,161,f4_spectral,spectral,9,click,30332,412.162,0.00575627,0,1,3428,0,10
647,162,f4_spectral,spectral,9,click,30323,50.331,0.413763,0.25,0,10779,0,10
647,163,f4_spectral,spectral,9,click,30374,488.226,0.546333,0.5,1,6978,0,10
647,164,f4_spectral,spectral,9,click,30356,710.509,0.812695,0.75,1,7422,0,10
647,165,f4_spectral,spectral,9,click,30336,566.51,0.939851,1,1,4505,0,10
647,196,f5_singlehue,singlehue,11,click,30601,439.282,0.0204937,0,1,3774,0,10
647,197,f5_singlehue,singlehue,11,click,30566,601.47,0.420429,0.25,0,13692,0,10
647,198,f5_singlehue,singlehue,11,click,30583,595.475,0.471585,0.5,1,19307,0,10
647,199,f5_singlehue,singlehue,11,click,30589,249.218,0.520015,0.75,0,8110,0,10
647,200,f5_singlehue,singlehue,11,click,30597,510.578,0.87981,1,0,5950,0,10
647,201,f5_extbodyheat,extbodyheat,11,click,30166,602.137,0.0196669,0,1,3671,0,10
647,202,f5_extbodyheat,extbodyheat,11,click,30198,128.129,0.264137,0.25,1,7605,0,10
647,203,f5_extbodyheat,extbodyheat,11,click,30175,139.201,0.499543,0.5,1,7790,0,10
647,204,f5_extbodyheat,extbodyheat,11,click,30187,170.514,0.625466,0.75,0,13620,0,10
647,205,f5_extbodyheat,extbodyheat,11,click,30202,309.58,0.921442,1,1,3461,0,10
647,206,f5_spectral,spectral,11,click,30414,227.121,0.0269163,0,1,5911,0,10
647,207,f5_spectral,spectral,11,click,30401,502.36,0.454868,0.25,0,4417,0,10
647,208,f5_spectral,spectral,11,click,30398,178.215,0.499478,0.5,1,8639,0,10
647,209,f5_spectral,spectral,11,click,30390,282.331,0.642629,0.75,0,6785,0,10
647,210,f5_spectral,spectral,11,click,30407,330.93,0.955325,1,1,4244,0,10
648,16,f1_singlehue,singlehue,3,click,30156,290.347,0.00992939,0,1,3101,0,8
